分类,公司,上班时间(原文),公司_规范,下班时间(原文),公司_集团,公司评分,评分等级,部门,部门_规范,岗位,岗位_规范,base地,城市,上班时间(标准),下班时间(标准),工作时长_小时,一周工作天数,工作天数(数字),午饭时间,晚饭时间,周三是否特殊,周五是否特殊,新人是否日报/周报,行业,行业细分,补齐标记,备注,35岁比例,福利,外资,来源
亲身经历每周有两个21.00-22.00的周会，因为他们实在没别的时间.....，电商整体都比较卷，慎重啊，我是run了，秋招准备去别的了",,,否,收集表(新增)
互联网,华为,9：30,华为,"三五18：00
一二四20：35",华为,78.8,良好,海思,海思,工程师,研发,北京,北京,09:30,18:00,8.5,5每月月末周六固定加班,5,12:00,18:00,可以18.00下班，也有人20.35下班,可以18.00下班，也有人20.35下班,未填写,"互联网, 通信, 民营企业",互联网/软件,,,,,否,收集表(新增)
其他,房地产咨询,9:00,房地产咨询,18:00,房地产咨询,92.4,舒适,研展,研展,研展主任,研展主任,广西,未填写,09:00,18:00,9,5,5,12:00,回家吃,否,否,看领导当时的想法,地产,地产,,"有加急项目就需要加班，加班至23:00以后打车回家可以申请交通费报销，除此之外没有加班费，项目拿下有绩效。
平时除了看领导想法做事，最重要的是看甲方爸爸的想法做事。",,,否,收集表(新增)
互联网,旷视,10点半~下午的2点半 (看你自己),旷视,一般6点半开始有人走，7点半没人了,旷视,94.5,舒适,框架部,框架部,框架工程师,研发,北京,北京,10:00,18:00,8,5,5,11:00,18:00,未填写,未填写,所有员工每天日报，每周五周报,互联网,互联网/软件,,"氛围非常的养老，对员工技能水平要求挺高的。牛人多。
薪资较低，最近走了一批员工，在招leader",,,否,收集表(新增)
其他,厦门航空,8:00,中国航空,16:30,中国航空,89.1,舒适,市场,市场/品牌,"产品, 运营",产品经理/运营,厦门,厦门,08:00,16:30,8.5,5,5,11:30,未填写,未填写,未填写,未填写,国企,国企,,,,,否,收集表(新增)
互联网,山东淄博小公司,8:00,山东淄博小公司,17:30,山东淄博小公司,80.6,良好,研发部,技术/研发,"前端, Android",前端开发/客户端开发,淄博,淄博,08:00,17:30,9.5,6,6,12:00,未填写,否,否,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
金融,中国建设银行,8:30,中国建设银行,20:00-23:00,中国建设银行,95.9,舒适,运营数据中心,数据,"运营, 运维（SRE）",运营/运维,北京,北京,08:30,20:00,11.5,5,5,11:45,17:30,否,看处室和团队,否,"金融, 国企",金融,,"工作时间看处室，有的很闲，有的部门比如公有云爆炸，大部分都要吃完晚饭再干一两个小时才能走，7*24 on call, 平均一个月两个周五版本日，搞不好就通宵，但是也不是每个部门都有。",,,否,收集表(新增)
外企,戴姆勒大中华区投资有限公司（奔驰汽车）,9:00 - 10:00,奔驰,18:00 - 19:00,奔驰,92.4,舒适,RD C/TI (车联网部门),RD C/TI (车联网,"后端, 前端, 产品, 运营, 运维（SRE）, 测试（测开）, IOS, Android, 全栈, 其他",后端开发/前端开发/产品经理/运营/运维/测试/客户端开发/全栈开发/其他,北京,北京,09:00,18:00,9,5,5,未填写,未填写,未填写,未填写,未填写,外企,外企,,,,,是,收集表(新增)
互联网,腾讯,10点,腾讯,21点人才敢开始走，四五星表演家会10点多才到公司晚上11点左右走。,腾讯,79.1,良好,PCG 数据科学部 TAB实验平台,数据,"后端, 前端, 产品, 运营, 运维（SRE）, 数据分析, IOS, Android",后端开发/前端开发/产品经理/运营/运维/数据分析/客户端开发,深圳、北京、成都、上海,深圳,10:00,21:00,11,6,6,11:00,17:00,说是可以早走但是经常被拉业务会议,否,别说新人了，老人都要日报,互联网,互联网/软件,,领导喜欢拉骨干周末过来加班，然后很多决策都是周末决定的，如果不去一起加班的话进不了核心层。还会挑剔你为什么不来加班，如果遇到工作排的很满需要节假日加班，如果之前你不加班是不会给你批的，只能自己在家里无偿加班。,,,否,收集表(新增)
互联网,腾讯,10点,腾讯,8点左右可以走,腾讯,79.1,良好,wxg-微信支付,wxg-微信支付,"产品, 运营",产品经理/运营,深圳,深圳,10:00,20:00,10,5,5,12:00,18:00,否,否，但可以早走,周报打底，日报看卷度,互联网,互联网/软件,,卷，舔，pua，ppt文化严重，没有战略，瞎指瞎打，老板自嗨，一言堂，氛围压抑,,,否,收集表(新增)
互联网,石墨文档,10:30,石墨文档,19:00,石墨文档,92.4,舒适,数据中心,数据,"算法, 数据分析",算法/数据分析,北京,北京,10:30,19:00,8.5,5,5,12:00,19:30,未填写,未填写,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
金融,拉卡拉上海分公司,09:00,拉卡拉上海,18:15,拉卡拉上海,90,舒适,研发部,技术/研发,"后端, 前端",后端开发/前端开发,上海,上海,09:00,18:15,9.2,5,5,11:30,未填写,否,否,日报,"金融, 民营企业",金融,,周二、四晚上线，上线可提加班工时(19:00开始)，加班工时可调休或抵扣迟到(1小时内)，严格打卡(过9点即视为迟到)；氛围略沉闷，加薪遥无期,,,否,收集表(新增)
互联网,Lotusflare,9：00,Lotusflare,6：00,Lotusflare,92.4,舒适,中国部门（总）,中国部门（总）,"后端, 前端, IOS, Android",后端开发/前端开发/客户端开发,西安,西安,09:00,18:00,9,5,5,11:45,未填写,未填写,未填写,周报,"互联网, 通信",互联网/软件,,,,,否,收集表(新增)
互联网,腾讯,10点,腾讯,10点后,腾讯,79.1,良好,CSIG 智慧零售,电商,"后端, 前端",后端开发/前端开发,成都,成都,10:00,10:00,,经常要周末加班,5,未填写,未填写,未填写,未填写,是,互联网,互联网/软件,工作天数,吃饭时间也有规定,,,否,收集表(新增)
互联网,国企,8:30~9:00,国企,17:30~18:00,国企,83,良好,非主营业务事业部,非主营业务事业部,"产品, 运营",产品经理/运营,北京,北京,08:30,17:30,9,5,5,11:30,未填写,否,否,看领导心情,"通信, 国企",通信,,,,,否,收集表(新增)
互联网,Tubi,10:00,Tubi,5:30-6:00,Tubi,100,舒适,所有部门,全公司,"后端, 前端, 运维（SRE）, 测试（测开）, 算法, IOS, Android",后端开发/前端开发/运维/测试/算法/客户端开发,北京,北京,10:00,17:30,7.5,5,5,自行决定,回家吃,否,是 可以选择wfh,否,互联网,互联网/软件,,周一周五可以wfh，中午管一顿午饭。非常支持个人提升，大大小小的津贴礼品过节礼加起来一年三万多，而且都是工程师团队氛围非常不错,,,否,收集表(新增)
互联网,中国移动浙江公司,8:30（弹性不打卡，一般9点左右到,中国移动,17:30（一般18:00前走,中国移动,83.8,良好,大数据中心,数据,"算法, 数据分析",算法/数据分析,杭州,杭州,08:30,17:30,9,5,5,11:30,17:30,否,否,新人需要写日报,"互联网, 通信, 国企",互联网/软件,,氛围还不错，工作内容比较充实且不太卷,,,否,收集表(新增)
互联网,重百商社,9:00,重百商社,18:00-21:00,重百商社,92.4,舒适,"研发中心(包含Java,大数据,前端)",技术/研发,"后端, 前端, 产品, 测试（测开）",后端开发/前端开发/产品经理/测试,成都,成都,09:00,18:00,9,"5天,随时保持通信畅通",5,11:40,未填写,未填写,未填写,"周报,转正答辩",互联网,互联网/软件,,"工时排名(年终体现).口头要求21点下班,经常准点下班会被谈话.",,,否,收集表(新增)
互联网,汽车之家,9点到10点,汽车之家,7点后，通常要求不早于8-9点，有员工时长排名,汽车之家,82.1,良好,商业,商业,"后端, 前端, 产品, 算法, 数据分析",后端开发/前端开发/产品经理/算法/数据分析,北京,北京,09:00,19:00,10,5,5,12:00,18:00,否,否,全员周报,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,广州瘦吧科技,10点,广州瘦吧科技,9点半,广州瘦吧科技,57.6,一般,技术部,技术/研发,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, IOS, Android",后端开发/前端开发/产品经理/运营/安全/运维/客户端开发,广州,广州,10:00,21:00,11,5,5,12:00,18:30,否,否,周报,互联网,互联网/软件,,跑,,,否,收集表(新增)
金融,华泰证券,09:00,华泰证券,20:30,华泰证券,75.6,良好,信息技术部,技术/研发,"IOS, Android",客户端开发,南京,南京,09:00,20:30,11.5,6,6,12:00,18:00,否,否,周报,金融,金融,,一年中，半年朝9晚11一周7天，半年朝9晚6一周5天，填的是个人感受的平均值。有较大传统国企的味道，同时近两年引入了不少的阿里奋斗逼，导致流程繁杂且内耗严重。,,,否,收集表(新增)
互联网,尚德机构,10.30,尚德机构,8.30,尚德机构,71.2,良好,投贝,投贝,"运营, 全栈, 营销部",运营/全栈开发/市场,北京,北京,10:00,20:00,10,5,5,06:00,00:00,未填写,未填写,是,"互联网, 教育",互联网/软件,,,,,否,收集表(新增)
互联网,字节跳动,10:00-10:30,字节跳动,9:00-10:00,字节跳动,70.2,良好,接入与分发,接入与分发,"后端, 产品, 运维（SRE）",后端开发/产品经理/运维,北京,北京,10:00,21:00,11,5,5,12:00,18:50,是,是,周报,互联网,互联网/软件,,非常核心的部门，团队比较厉害，大牛很多,,,否,收集表(新增)
互联网,蘑菇街,9:30(但基本上十点才拿着早餐到工位),蘑菇街,18:30,蘑菇街,94.4,舒适,效果营销,市场/品牌,"产品, 运营",产品经理/运营,杭州,杭州,09:30,18:30,9,5,5,12:30,18:30,否,否,是 日报,互联网,互联网/软件,,没有食堂,,,否,收集表(新增)
其他,中科院计算所,9,中科院计算所,23,中科院计算所,28.4,很卷,人工智能,算法,"算法, 数据分析",算法/数据分析,北京,北京,09:00,23:00,14,5,5,11:00,17:00,否,否,是,国企,国企,,,,,否,收集表(新增)
其他,某影视传媒公司,10点,匿名影视传媒公司,6点（极少6点下班），项目期平均凌晨1点,匿名影视传媒公司,100,舒适,新媒体 设计+创意策划,设计,其他,其他,北京,北京,10:00,18:00,8,5,5,不固定,不固定,否,否,否,其他,其他,,"不要做电影宣传，会变得不幸。
我司算影视宣传的前几的公司了，钱少活多，行业整体福利就比较差。

卷的飞起，非常忙，宣传期热点营销随时关注，24小时待命，工作大量侵占私人时间。越节假日越忙。

唯一的有点，普遍公司氛围比较好，亲友型同事关系，好玩的人比较多。",,,否,收集表(新增)
互联网,彩云科技,10:30,彩云科技,19:00,彩云科技,92.4,舒适,研发团队、业务团队,技术/研发,"后端, 前端, 产品, 运营, 运维（SRE）, 测试（测开）, 数据分析, IOS, 其他",后端开发/前端开发/产品经理/运营/运维/测试/数据分析/客户端开发/其他,北京/上海,北京,10:30,19:00,8.5,5,5,未填写,未填写,未填写,未填写,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,百度,10点-11点,百度,7点以后不等，一般8点左右可走,百度,75,良好,MEG,MEG,"产品, 运营",产品经理/运营,北京,北京,10:00,19:00,9,5,5,11:40,17:40,未填写,未填写,有周报,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,去哪儿,10,携程,9点以后到第二天,携程,70.2,良好,开发部门,技术/研发,"后端, 前端, 运维（SRE）, 数据分析",后端开发/前端开发/运维/数据分析,北京,北京,10:00,21:00,11,5,5,12:00,18:00,未填写,未填写,日报,互联网,互联网/软件,,工厂制,,,否,收集表(新增)
互联网,腾讯,10.00,腾讯,10.00,腾讯,79.1,良好,腾讯会议,腾讯会议,"产品, 运营",产品经理/运营,深圳,深圳,10:00,10:00,,5,5,12:00,18:00,晚6下班,否,是,互联网,互联网/软件,,还不错,,,否,收集表(新增)
互联网,京东,9:00,京东,22:00-23:00,京东,80.5,良好,企业业务事业部（又名 大客户部）,企业业务事业部（又名 大,"后端, 产品, 测试（测开）",后端开发/产品经理/测试,北京-亦庄,北京,09:00,22:00,13,5-6,5,12:00,19:00,否,否,是,互联网,互联网/软件,,有加班排名/唯加班论，部门内很多人婚姻不合,,,否,收集表(新增)
外企,戴德梁行,9:30,戴德梁行,18:00-19:00,戴德梁行,95.4,舒适,策略发展顾问部,策略发展顾问部,"后端, 数据分析",后端开发/数据分析,厦门,厦门,09:30,18:00,8.5,一般为5天，但需要根据项目情况,5,12:00,18:00,否,是，因为要team building,否,"地产, 外企",外企,,,,,是,收集表(新增)
互联网,美团,10,美团,22,美团,70.2,良好,到店酒旅,到店酒旅,"后端, 算法",后端开发/算法,北京,北京,10:00,22:00,12,5,5,12:00,18:00,否,可早走,一律写日报和周报，并且分方向和小组都要写,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,腾讯,10:00,腾讯,22:00～24:00,腾讯,79.1,良好,腾讯会议,腾讯会议,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, 测试（测开）, 算法, 数据分析, IOS, Android",后端开发/前端开发/产品经理/运营/安全/运维/测试/算法/数据分析/客户端开发,深圳,深圳,10:00,22:00,12,5,5,未填写,未填写,未填写,未填写,是,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,航班管家,9:00,航班管家,18:00,航班管家,88.8,舒适,北京研发中心,技术/研发,"后端, 运营, 运维（SRE）, 测试（测开）",后端开发/运营/运维/测试,北京,北京,09:00,18:00,9,5,5,12:00,未填写,未填写,未填写,周报,互联网,互联网/软件,,弹性工作制，上下班时间自定，工作时间必须满8小时,,,否,收集表(新增)
互联网,享道出行,9:30,享道出行,8:00,享道出行,65.2,一般,研发部,技术/研发,"后端, 前端, IOS, Android, 全栈",后端开发/前端开发/客户端开发/全栈开发,上海,上海,09:30,20:00,10.5,5,5,12:00,18:30,未填写,未填写,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,喜马拉雅,9:00-10:00,喜马拉雅,7:00-8:00,喜马拉雅,72.5,良好,营销中心,市场/品牌,"后端, 前端, 产品",后端开发/前端开发/产品经理,上海,上海,09:00,19:00,10,5,5,12:00,18:30,否,否,周报,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,墨墨教育科技有限公司,客服行政9点，开发9点至10点半。,墨墨教育科技,理论上6点后，但是会议大多会安排在6点后,墨墨教育科技,86.4,舒适,开发部,技术/研发,"后端, 前端, 产品, 运营, 算法",后端开发/前端开发/产品经理/运营/算法,清远、广州,清远,09:00,18:00,9,6,6,12:00,18:00,否,否,未填写,"互联网, 教育, 民营企业",互联网/软件,,每周需要满48小时以上，小心pua,,,否,收集表(新增)
互联网,唯品会,9:30,唯品会,6:50,唯品会,78.1,良好,运营部,运营,"产品, 运营",产品经理/运营,广州,广州,09:30,18:50,9.3,5,5,12:30,18:50,否,否,是,"互联网, 民营企业",互联网/软件,,,,,否,收集表(新增)
互联网,字节,10:00-10:30,字节跳动,8:30-9:30（大部分9点）,字节跳动,70.2,良好,飞书,飞书,"后端, 前端",后端开发/前端开发,北京,北京,10:00,20:30,10.5,5,5,12:00,19:00,是,是,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,滴滴,10-11AM,滴滴,7-10PM弹性，取决于个人会议/安排,滴滴,76.6,良好,国际化,国际化,"产品, 运营",产品经理/运营,北京,北京,10:00,19:00,9,5,5,12:00,18:00,否,否,新人老人均参与团队周报,互联网,互联网/软件,,英文要求高；国际业务存在时差，时间上较自由；leader能力强，适合来这里打产品基本功,,,否,收集表(新增)
互联网,中兴,8：00-9：00,中兴,17：00-18：00,中兴,82,良好,数字技术产品部,技术/研发,"后端, 测试（测开）",后端开发/测试,长沙,长沙,08:00,17:00,9,5,5,11:30,回家吃,未填写,未填写,日报,"通信, 民营企业",通信,,,,,否,收集表(新增)
金融,工商银行,8：30-9：00都可以打卡，不算迟到,工商银行,17：30,工商银行,89,舒适,软件开发中心（成都）,技术/研发,"后端, 数据分析",后端开发/数据分析,成都,成都,08:30,17:30,9,5,5,11:30,17:30,未填写,未填写,未填写,"金融, 国企",金融,,发的福利加上所有节假日3倍加班费才差不多到hr画的饼的最低数。工作难度较低，很难学到有用的，但是典型国企条条框框多，跟工作内容关系不大的讲座也多，优点是五险一金顶格交，每年涨幅较大，心态好脸皮厚的来混日子还不错，想赚大钱就别考虑了，平级同事关系挺好的。,,,否,收集表(新增)
互联网,中国电信,8:30,中国电信,17:30（冬）18:00（夏）,中国电信,90.3,舒适,软件开发团队,技术/研发,"后端, 前端, 产品, 运营, 运维（SRE）, 测试（测开）, 数据分析",后端开发/前端开发/产品经理/运营/运维/测试/数据分析,福州,福州,08:30,17:30,9,5,5,11:30,回家吃,未填写,未填写,未填写,"通信, 国企",通信,,,8%,,否,收集表(新增)
互联网,深圳市腾讯公司,随心所欲,腾讯,随心所欲,腾讯,79.1,良好,董事会,董事会,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, 测试（测开）, 算法, 数据分析, IOS, Android, 全栈, 其他",后端开发/前端开发/产品经理/运营/安全/运维/测试/算法/数据分析/客户端开发/全栈开发/其他,全球,全球,10:00,,,随心所欲,5,随心所欲,随心所欲,否,否,是,"互联网, 金融, 地产, 通信, 土木, 机械, 教育, 国企, 外企, 民营企业",外企,工作天数;上班时间,,100/101,,未填写,收集表(新增)
互联网,修改我的结果,修改我的结果,修改我的结果,修改我的结果,修改我的结果,,数据不足,修改我的结果,修改我的结果,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, 测试（测开）, 算法, 数据分析, IOS, Android, 全栈, 其他",后端开发/前端开发/产品经理/运营/安全/运维/测试/算法/数据分析/客户端开发/全栈开发/其他,修改我的结果,修改我的结果,,,,18,,修改我的结果,修改我的结果,修改我的结果,修改我的结果,未填写,"互联网, 金融, 地产, 通信, 土木, 机械, 教育, 国企, 外企, 民营企业, 其他",外企,,,,,未填写,收集表(新增)
互联网,腾讯音乐,10：00,腾讯,11：00,腾讯,79.1,良好,基础服务,客服,"后端, IOS, Android",后端开发/客户端开发,深圳,深圳,10:00,11:00,1,5,5,12:15,16:00,否,是,是,互联网,互联网/软件,,,,,否,收集表(新增)
外企,Crypto.com,10,Crypto.com,19,Crypto.com,89.2,舒适,Tech,Tech,前端,前端开发,Shenzhen,深圳,10:00,19:00,9,5,5,12:00,after work (always hungr,否,否,according to the team,"互联网, 金融, 外企",外企,,"1. Work from home more than half the time
2. English working environment

If you need to promote or more information, pls send your resume to the email: ",,,是,收集表(新增)
其他,海康机器人,8：30-9：30,海康机器人,21：00之后,海康威视,41,偏卷,机器视觉,设计,"后端, 前端",后端开发/前端开发,杭州,杭州,08:30,21:00,12.5,大小周,,12:00,17:00,否,周五可以早点走,暂时无,其他,其他,,能跑的都想跑,1/8,,否,收集表(新增)
互联网,心动互娱,10点左右,心动互娱,7点左右,心动互娱,89.2,舒适,游戏工作室,游戏,"前端, IOS, Android, 全栈",前端开发/客户端开发/全栈开发,上海,上海,10:00,19:00,9,5,5,12:00,18:00,-,-,否,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,腾讯,10,腾讯,7.30,腾讯,79.1,良好,Teg安全平台部,风控/法务,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, 测试（测开）, 算法, 数据分析",后端开发/前端开发/产品经理/运营/安全/运维/测试/算法/数据分析,深圳,深圳,10:00,19:00,9,5,5,11:00,17:00,7点多不需要特殊,未填写,是,互联网,互联网/软件,,爽的一批，快去卷,,,否,收集表(新增)
互联网,字节,10.30,字节跳动,10.30,字节跳动,70.2,良好,互娱直播,游戏,"后端, 前端",后端开发/前端开发,北京,北京,10:00,10:00,,5,5,12:00,19:00,未填写,未填写,是,互联网,互联网/软件,,,,,否,收集表(新增)
金融,宁波银行,8:30,宁波银行,17:30下班是不可能的 提倡奋斗,宁波银行,91,舒适,科技部,科技部,后端,后端开发,宁波郊区,宁波,08:30,17:30,9,5 运维可能周末要加班,5,11:30,17:30,否,否,试用期周报 月报,金融,金融,,"18:30开始计算加班 加班费大约30r/h
强度看部门和职位 运维＞＞开发＞测试 30-70小时/月 
有些部门没有专职的运维 开发人员晚上得去搞运维批处理 强度不大但是要轮岗守在机房 最早也要到21:00以后
每月两次更新 除非一切顺利不然23:00起步 加到23:00之后可以调休半天(当次加班时长作废) 外包和校招的一般0:00都撤了 只有老员工最苦逼(尤其是负责人第二天上午不能调休)",0 近五年校招员工占大头 社招极少有10年经验以上的,,否,收集表(新增)
互联网,阿里,10,阿里巴巴,9-10,阿里巴巴,78.5,良好,蚂蚁金服OceanBase,蚂蚁金服OceanBas,"后端, 前端, 产品, 运维（SRE）, 其他",后端开发/前端开发/产品经理/运维/其他,北京,北京,10:00,21:00,11,5,5,未填写,未填写,未填写,未填写,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,阿里高德,10点,阿里巴巴,22:30之后，卷的每天23:00之后,阿里巴巴,78.5,良好,技术服务平台部,技术/研发,"后端, 前端, 产品",后端开发/前端开发/产品经理,北京,北京,10:00,22:30,12.5,5,5,12:00,18:00,未填写,未填写,周报,互联网,互联网/软件,,周会在晚9点开，10点结束。卷的人特别卷，他们经常在周末自愿到公司加班（纯义务没钱没调休），然后周一在公司“不经意聊天”中告诉领导自己来加班了。,,,否,收集表(新增)
其他,中国电子科技集团公司第四十七研究所,8:30,中国电子科技集团公司第四十七研究所,17:00一般都会加班,中国电子科技集团公司第四十七研究所,88.2,舒适,设计事业部,设计,"后端, 前端",后端开发/前端开发,沈阳,沈阳,08:30,17:00,8.5,6,6,12:00,17:30,否,否,周报,国企,国企,,周六基本加班,,,否,收集表(新增)
互联网,金华青鸟计算机信息计算有限公司,8:20,金华青鸟计算机信息计算,9:00,金华青鸟计算机信息计算,100,舒适,研发部,技术/研发,"后端, 前端, 产品",后端开发/前端开发/产品经理,金华市,金华,08:20,09:00,0.7,6,6,12:00,09:00,否,否,是,互联网,互联网/软件,,日报没天发,0/100,,否,收集表(新增)
其他,北京德风新征程科技有限公司,9:00,北京德风新征程科技,21:00,北京德风新征程科技,44,偏卷,什么部门都是一样,什么部门都是一样,"后端, 前端, 产品, 测试（测开）, 全栈",后端开发/前端开发/产品经理/测试/全栈开发,北京,北京,09:00,21:00,12,有时6天有时7天,6,11:30,17:30,否,否,是,民营企业,民营企业,,不建议来,1/10,,否,收集表(新增)
互联网,中国银行,8：30,中国银行,17：30,中国银行,87.6,舒适,软件中心,软件中心,"后端, 测试（测开）",后端开发/测试,深圳,深圳,08:30,17:30,9,5,5,11:30,17:20,未填写,未填写,看部门和项目组,金融,金融,,具体情况根据项目和部门有关，但总体偏养老，基本不主动开人,,,否,收集表(新增)
互联网,阿里巴巴,早10点,阿里巴巴,晚上11-2点间,阿里巴巴,78.5,良好,零售云,电商,"后端, 前端, 产品, 测试（测开）, 算法, 数据分析, 其他",后端开发/前端开发/产品经理/测试/算法/数据分析/其他,杭州,杭州,10:00,11:00,1,6，周末要求加班,6,12:00,18:00,否,否,是，日报周报都有,互联网,互联网/软件,,不要来，这里阿里味贼重,2/1,,否,收集表(新增)
其他,中体城,8.30左右到公司,中体城,21点左右可以走,中体城,41,偏卷,智能体育中心,算法,"后端, 前端, 产品, IOS, Android",后端开发/前端开发/产品经理/客户端开发,南京,南京,08:00,21:00,13,5,5,12:00,未填写,未填写,未填写,是,其他,其他,,无,1/8,,否,收集表(新增)
互联网,中移动,8：30,中国移动,17：30,中国移动,83.8,良好,技术,技术/研发,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, 测试（测开）, 数据分析, IOS, Android",后端开发/前端开发/产品经理/运营/安全/运维/测试/数据分析/客户端开发,杭州,杭州,08:30,17:30,9,5,5,11:30,17:30,未填写,未填写,周报,国企,国企,,无,5/10,,否,收集表(新增)
其他,杭州反重力智能科技有限公司,9：00,杭州反重力智能科技,20：30,杭州反重力智能科技,49.4,偏卷,研发部,技术/研发,"产品, 测试（测开）, 算法",产品经理/测试/算法,杭州,杭州,09:00,20:30,11.5,6,6,12:00,18:30,是,否,周报,其他,其他,,非新人也是每周周报,,,否,收集表(新增)
互联网,金柚网,9:00,金柚网,18:00,金柚网,92.4,舒适,产品技术部,技术/研发,"后端, 前端",后端开发/前端开发,杭州,杭州,09:00,18:00,9,5,5,11:45,18:00,都是18:00,都是18:00,看组,互联网,互联网/软件,,挺咸鱼的，完全不忙；无年终，所以不用理领导加班的暗示；管理混乱，打算过年跑路,1/5,,否,收集表(新增)
互联网,孩子王,9:00,孩子王,18:20/19:20 一般是班车时间点,孩子王,89.1,舒适,技术中心,技术/研发,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, 测试（测开）, 算法, 数据分析, IOS, Android, 全栈",后端开发/前端开发/产品经理/运营/安全/运维/测试/算法/数据分析/客户端开发/全栈开发,南京,南京,09:00,18:20,9.3,5/6  大小周,5,12:00,18:00,否,否,否,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,江苏先维科技,8：30,江苏先维科技,20：30,江苏先维科技,50.9,偏卷,事业部,事业部,"前端, Android",前端开发/客户端开发,南京,南京,08:30,20:30,12,5,5,11:30,18:00,是,是,周报,"互联网, 通信",互联网/软件,,阶段性124，看项目,,,否,收集表(新增)
互联网,杭州前缀网络科技有限公司,9点,杭州前缀网络科技,18点（周一、三、五），21点30（周二、四）,杭州前缀网络科技,44.6,偏卷,运营部,运营,"产品, 运营",产品经理/运营,杭州,杭州,09:00,21:30,12.5,5,5,13:00,13:00,是,是,是,互联网,互联网/软件,,,,,否,收集表(新增)
其他,安徽朝阳房产,9:00,安徽朝阳房产,18:30,安徽朝阳房产,81,良好,品控中心,品控中心,"安全, 运维（SRE）, 全栈",安全/运维/全栈开发,淮南,淮南,09:00,18:30,9.5,6,6,12:00,未填写,否,否,否,地产,地产,,,,,否,收集表(新增)
其他,郑州某教育公司,8：30 ,匿名教育公司,17：30 有活动需要加班,匿名教育公司,91,舒适,课程研发,技术/研发,"产品, 运营",产品经理/运营,郑州,郑州,08:30,17:30,9,5  （周末、节假日是活动热门时间，必有活动）,5,未填写,未填写,否,否,是 日报每天发群里,"教育, 民营企业",教育,,员工少所以关系不错，领导业务能力差导致人都走了。周末有活动参加，不算加班不调休，说是抵原本的大小周作息。工资不按时因为双减原因快倒了,3/4,,否,收集表(新增)
互联网,美团,10-10.30,美团,集中在9.-10.,美团,70.2,良好,点评事业部,点评事业部,"后端, 算法",后端开发/算法,上海,上海,10:00,21:00,11,5,5,12:00,18:00,否,是，可以吃完饭走,是,互联网,互联网/软件,,氛围好，无pu a,,,否,收集表(新增)
互联网,LINE China,8:00 - 10:00,LINE China,17:00 - 19:00,LINE China,89.7,舒适,Service,Service,"后端, 算法",后端开发/算法,大连,大连,08:00,17:00,9,5,5,12:00,未填写,否,否,否,"互联网, 外企",外企,,,,,未填写,收集表(新增)
互联网,辽宁移动,8:30,中国移动,17:30,中国移动,83.8,良好,网络管理中心,网络管理中心,"运营, 安全",运营/安全,辽宁沈阳,沈阳,08:30,17:30,9,5,5,11:40,17:30,否,否,周报,通信,通信,,不加班不卷,,,否,收集表(新增)
其他,良品铺子,9,良品铺子,18,良品铺子,86.7,舒适,产品,产品,"后端, 前端, 产品, 运营",后端开发/前端开发/产品经理/运营,武汉,武汉,09:00,18:00,9,大小周,5.5,12:00,18:00,否,否,研发有，产品没有,"民营企业, 零售",民营企业,工作天数,传统企业，it人数不多，氛围不错，项目一般，适合养老，被业务牵着走，,,,否,收集表(新增)
互联网,SAP,9-10点,SAP,6-7点,SAP,100,舒适,S4,S4,"后端, 前端, 测试（测开）",后端开发/前端开发/测试,成都,成都,09:00,18:00,9,5,5,14:00,回家吃,未填写,未填写,每日晨会,"互联网, 外企",外企,,最晚7点公司基本没人了,,,未填写,收集表(新增)
其他,中国烟草总公司,9:00(不打卡，不查岗）,中国烟草,5:00(不打卡，忙项目自愿加班）,中国烟草,97.4,舒适,郑州烟草研究院,技术/研发,"产品, 研发",产品经理/研发,郑州,郑州,09:00,17:00,8,5天,5,11:30,17:00,否,可早走一点,未填写,国企,国企,,,5:7,,否,收集表(新增)
互联网,京东,9:30,京东,22:00,京东,80.5,良好,健康-技术产品部-平台产品研发部-大数据组,技术/研发,数据,数据,北京-总部4号楼,北京,09:30,22:00,12.5,5,5,11:50,18:50,未填写,未填写,日报+周报,互联网,互联网/软件,,"工位一年左右换一个地方；
每个人手头任务多；
招很多实习生干活(喜欢社招，实习转正困难，约等于无)；",1/9,,否,收集表(新增)
