公司_规范,集团,分类,记录数,原始名称数,城市数,城市,平均上班,平均下班,平均工时,评分,等级,备注数
卡车之家,卡车之家,互联网,2,1,1,北京,09:00,18:30,9.5,87.0,舒适,2
厦门建行金科,厦门建行金科,互联网,2,1,1,厦门,09:00,18:00,9.0,92.4,舒适,2
厦门海晟融创信,厦门海晟融创信,互联网,2,1,1,厦门,09:00,18:00,9.0,92.4,舒适,2
厦门点触科技,厦门点触科技,互联网,2,1,1,厦门,09:00,18:00,9.0,92.4,舒适,2
厦门熙重电子科技,厦门熙重电子科技,互联网,2,1,1,厦门,08:30,17:30,9.0,91.0,舒适,0
南瑞研究院,南瑞研究院,其他,2,1,1,南京,08:45,20:30,11.8,46.8,偏卷,2
南瑞继保,南瑞继保,其他,2,1,1,南京,08:00,21:30,13.5,32.6,很卷,1
南航,南航,其他,2,1,1,广州,08:30,17:30,9.0,91.0,舒适,1
北京软安科技,北京软安科技,互联网,2,1,1,北京,09:00,18:00,9.0,92.4,舒适,2
北京辰安科技,北京辰安科技,互联网,2,1,1,长春,09:00,18:00,9.0,86.4,舒适,0
北京辰越教育科技,北京辰越教育科技,其他,2,1,1,广州,09:00,18:00,9.0,92.4,舒适,2
北京荣知教育,北京荣知教育,其他,2,1,1,北京,09:00,21:00,12.0,44.0,偏卷,0
北京蜂鸟于飞科技,北京蜂鸟于飞科技,互联网,2,1,1,北京,09:30,21:00,11.5,54.4,偏卷,0
北京术锐,北京术锐,互联网,2,1,1,上海,09:00,21:00,12.0,45.5,偏卷,2
北京永航科技,北京永航科技,互联网,2,2,1,北京,10:00,18:30,9.0,91.4,舒适,0
北京清奇科技,北京清奇科技,互联网,2,1,1,北京,09:30,18:30,9.0,91.4,舒适,0
北京灵动音科技,北京灵动音科技,互联网,2,1,1,北京,10:00,18:30,8.5,94.6,舒适,2
博实乐教育,博实乐教育,其他,2,1,1,佛山,09:00,18:15,9.2,90.0,舒适,0
南京紫津融畅信息科技服务,南京紫津融畅信息科技服务,互联网,2,1,1,南京,08:30,17:30,9.0,91.0,舒适,2
南宁市勘察测绘地理信息院,南宁市勘察测绘地理信息院,其他,2,1,1,南宁,08:00,21:30,13.5,29.6,很卷,2
南昌国讯,南昌国讯,互联网,2,1,1,南昌,08:00,17:09,9.2,88.8,舒适,2
南京同伦拍拍科技服务,南京同伦拍拍科技服务,金融,2,1,1,南京,09:00,18:00,9.0,92.4,舒适,0
南京土星科技,南京土星科技,其他,2,1,1,南京,08:30,20:30,12.0,46.4,偏卷,0
南京掌控网络（外勤365）,南京掌控网络（外勤365）,互联网,2,1,1,南京,08:30,20:30,12.0,46.4,偏卷,2
匿名主城造价事务所,匿名主城造价事务所,其他,2,1,1,重庆,08:09,17:00,8.8,91.0,舒适,2
匿名互联网公司,匿名互联网公司,互联网,2,2,2,南京、太原,08:45,18:45,10.0,79.0,良好,0
北明软件,北明软件,互联网,2,1,2,武汉、广州,09:00,18:00,9.0,92.4,舒适,2
北汽新能源,北汽新能源,互联网,2,1,1,北京,09:00,17:30,8.5,95.5,舒适,2
匿了,匿了,互联网,2,1,2,天津、北京,07:54,17:45,9.8,84.3,良好,0
卓健科技,卓健科技,互联网,2,1,1,杭州,09:00,21:00,12.0,50.0,偏卷,2
卓尔智联研究院,卓尔智联研究院,互联网,2,1,1,武汉,09:00,19:00,10.0,81.6,良好,2
卓望科技,卓望科技,其他,2,1,1,深圳,09:00,18:00,9.0,92.4,舒适,2
卖好车,卖好车,互联网,2,1,1,杭州,09:00,18:15,9.2,89.7,舒适,1
南京中储智运,南京中储智运,互联网,2,1,1,南京,08:30,18:00,9.5,87.9,舒适,0
华润电力技术研究院,华润电力技术研究院,其他,2,1,1,深圳,09:00,17:30,8.5,95.5,舒适,0
华邦美好家园养老,华邦美好家园养老,其他,2,1,1,广州,09:00,18:00,9.0,92.4,舒适,2
华信咨询设计研究院,华信咨询设计研究院,互联网,2,1,1,杭州,08:30,20:00,11.5,59.3,一般,2
华创证券,华创证券,金融,2,1,2,深圳,08:45,17:00,8.2,96.4,舒适,2
华勤,华勤,其他,2,1,2,南昌、无锡,08:45,14:45,6.0,100.0,舒适,1
匿名SME金融私企,匿名SME金融私企,互联网,2,1,1,成都,10:30,18:00,7.5,100.0,舒适,0
匿名常州科技公司,匿名常州科技公司,互联网,2,1,1,常州,09:00,18:00,9.0,86.4,舒适,0
魅族,魅族,互联网,2,1,1,珠海,09:00,18:30,9.5,87.0,舒适,2
魔力猫盒,魔力猫盒,其他,2,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
魔筷,魔筷,互联网,2,1,1,杭州,09:00,20:00,11.0,60.8,一般,2
360数科,360数科,互联网,2,1,2,深圳、上海,10:00,12:30,9.0,93.7,舒适,0
BRIGHT DREAM ROBOTICS,BRIGHT DREAM ROBOTICS,其他,2,1,1,佛山,11:00,20:00,9.0,84.7,良好,0
APUS,APUS,互联网,2,1,1,北京,09:30,21:00,11.5,48.4,偏卷,0
麒麟软件,麒麟软件,互联网,2,1,2,长沙、北京,08:15,17:15,9.0,90.4,舒适,1
黄河水利科学研究院,黄河水利科学研究院,其他,2,1,1,郑州,08:00,19:00,11.0,62.6,一般,0
Airwallex 空中云汇,Airwallex 空中云汇,互联网,2,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
鼎信通讯,鼎信通讯,其他,2,1,1,青岛,08:09,18:00,9.8,80.2,良好,2
BT学院,BT学院,互联网,2,1,1,深圳,09:30,18:30,9.0,87.0,舒适,2
Booking.com,Booking.com,互联网,2,1,2,上海、广州,10:00,18:00,8.0,100.0,舒适,1
CIDER,CIDER,互联网,2,1,1,北京,10:00,20:30,10.5,58.5,一般,2
匿名物联网公司,匿名物联网公司,互联网,2,1,1,宁波,09:00,18:00,9.0,92.4,舒适,0
匿名电力公司,匿名电力公司,其他,2,2,2,北京、深圳,08:45,17:30,8.8,93.3,舒适,1
802所,802所,其他,2,1,1,上海,08:00,14:00,6.0,96.6,舒适,2
611所/成都飞机设计研究所,611所/成都飞机设计研究所,其他,2,1,1,成都,08:30,21:00,12.5,39.5,很卷,2
高伟达软件,高伟达软件,互联网,2,1,1,上海,09:00,21:00,12.0,38.0,很卷,2
北京通力凯顿系统集成,北京通力凯顿系统集成,互联网,2,1,1,北京,09:00,18:30,9.5,87.0,舒适,2
北京金堤科技有限公司（天眼查）,北京金堤科技有限公司（天眼查）,互联网,2,1,1,北京,09:00,11:12,2.2,100.0,舒适,0
北京链家置地,北京链家置地,其他,2,1,1,北京,09:00,09:00,,,数据不足,0
华宇信息,华宇信息,互联网,2,1,2,成都、北京,09:00,19:30,10.5,70.2,良好,1
华控清交,华控清交,互联网,2,1,1,北京,10:00,20:00,10.0,78.4,良好,0
匿名量化私募,匿名量化私募,金融,2,1,1,上海,09:30,20:00,10.5,65.2,一般,0
匿名高校,匿名高校,互联网,2,2,2,上海,09:15,17:45,8.5,96.2,舒适,0
震坤行工业超市（上海）,震坤行工业超市（上海）,互联网,2,1,1,上海,08:30,19:00,10.5,67.1,一般,0
青岛威奥轨道,青岛威奥轨道,其他,2,1,1,青岛,07:00,17:00,10.0,77.4,良好,0
青岛左右网络技术,青岛左右网络技术,互联网,2,1,1,青岛,09:00,18:00,9.0,92.4,舒适,2
匿名互联网咨询公司（G端）,匿名互联网咨询公司（G端）,互联网,2,1,1,北京,09:00,09:00,,,数据不足,2
匿名市国企,匿名市国企,其他,2,2,2,北京、宁波,08:45,16:45,8.0,98.0,舒适,0
匿名市政建设公司,匿名市政建设公司,其他,2,1,1,岳阳,07:00,18:00,11.0,55.1,一般,2
91act,91act,其他,1,1,1,成都,10:00,18:30,8.5,94.6,舒适,0
2345网络,2345网络,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
3k游戏,3k游戏,互联网,1,1,1,广州,09:30,21:00,11.5,54.4,偏卷,1
4399,4399,互联网,1,1,1,厦门,09:00,18:00,9.0,92.4,舒适,0
51JOB前程无忧,51JOB前程无忧,互联网,1,1,1,上海,09:00,17:30,8.5,95.5,舒适,0
51job前程无忧,51job前程无忧,互联网,1,1,1,上海,09:00,17:00,8.0,98.7,舒适,0
鬼脸科技,鬼脸科技,互联网,1,1,1,成都,10:05,19:30,9.4,84.4,良好,0
魔格,魔格,其他,1,1,1,广州,09:00,18:30,9.5,87.0,舒适,0
BBGAME,BBGAME,互联网,1,1,1,广州,09:18,21:00,11.7,48.2,偏卷,1
BBgame,BBgame,互联网,1,1,1,广州,09:30,09:30,,,数据不足,0
BGI Europe,BGI Europe,其他,1,1,1,丹麦哥本哈根,09:00,17:00,8.0,98.7,舒适,1
鲁班到家,鲁班到家,互联网,1,1,1,深圳,09:00,22:00,13.0,33.2,很卷,0
鹏城实验室,鹏城实验室,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
鹏鼎控制深圳,鹏鼎控制深圳,其他,1,1,1,深圳,08:00,17:18,9.3,81.8,良好,1
鹏鼎控股（深圳）,鹏鼎控股（深圳）,其他,1,1,1,深圳,08:00,20:30,12.5,40.4,偏卷,1
麒麟软件有限公司（北京分部）,麒麟软件有限公司（北京分部）,互联网,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,1
麦当劳(中国),麦当劳(中国),外企,1,1,1,全国,15:00,22:00,7.0,82.3,良好,1
麦肯锡,麦肯锡,外企,1,1,1,上海,09:00,12:00,3.0,100.0,舒适,1
麦风科技,麦风科技,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
鱼泡网,鱼泡网,互联网,1,1,1,成都,09:00,19:00,10.0,75.6,良好,1
鱼爪,鱼爪,互联网,1,1,1,成都,09:30,18:30,9.0,87.0,舒适,0
鱼跃,鱼跃,互联网,1,1,1,南京,,,,,数据不足,0
匿名医药类国企,匿名医药类国企,其他,1,1,1,北京,09:00,17:00,8.0,98.7,舒适,1
匿名县信用社,匿名县信用社,金融,1,1,1,,08:00,17:30,9.5,74.6,良好,1
匿名县级市执法局,匿名县级市执法局,其他,1,1,1,,08:30,17:40,9.2,92.8,舒适,1
匿名合资豪华汽车制造厂,匿名合资豪华汽车制造厂,其他,1,1,1,沈阳,08:30,17:15,8.8,92.3,舒适,0
匿名唐山评估公司,匿名唐山评估公司,金融,1,1,1,唐山,08:00,17:18,9.3,87.8,舒适,0
匿名国二级子公司，设计院,匿名国二级子公司，设计院,其他,1,1,1,武汉,08:30,18:30,10.0,82.5,良好,1
匿名中科自,匿名中科自,其他,1,1,1,北京,09:00,09:00,,,数据不足,0
匿名中铁二局子公司,匿名中铁二局子公司,其他,1,1,1,苏州,07:30,17:30,10.0,71.4,良好,1
匿名中铁局,匿名中铁局,其他,1,1,1,广州,07:30,10:00,2.5,100.0,舒适,1
匿名义乌电商私企,匿名义乌电商私企,其他,1,1,1,义乌,09:00,18:00,9.0,86.4,舒适,1
匿名义务段学校,匿名义务段学校,其他,1,1,1,宁波,08:00,16:30,8.5,92.8,舒适,1
匿名乡镇基层单位,匿名乡镇基层单位,其他,1,1,1,杭州,08:30,17:30,9.0,91.0,舒适,1
匿名二线城市医科大学附属一院,匿名二线城市医科大学附属一院,其他,1,1,1,,,,,,数据不足,1
匿名产,匿名产,其他,1,1,1,深圳,09:00,19:00,10.0,81.6,良好,1
Airbus空中客车,Airbus空中客车,外企,1,1,1,天津,08:00,16:00,8.0,96.0,舒适,1
Akulaku,Akulaku,互联网,1,1,1,深圳,09:18,19:00,9.7,84.3,良好,1
匿名国资交通国企二级子公司,匿名国资交通国企二级子公司,其他,1,1,1,南京,09:00,17:30,8.5,95.5,舒适,1
匿名国资委下属公司,匿名国资委下属公司,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
匿名国际4A公关公司,匿名国际4A公关公司,外企,1,1,1,上海,11:00,21:00,10.0,69.4,一般,1
匿名地产,匿名地产,其他,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,1
匿名地市直机关,匿名地市直机关,其他,1,1,1,华东,08:30,17:30,9.0,91.0,舒适,0
匿名地级市市直机关,匿名地级市市直机关,其他,1,1,1,,08:00,18:00,10.0,83.4,良好,0
匿名城市规划设计公司,匿名城市规划设计公司,其他,1,1,1,广州,09:00,22:00,13.0,39.2,很卷,0
匿名境外动物保护公益机构,匿名境外动物保护公益机构,其他,1,1,1,北京,09:30,17:00,7.5,100.0,舒适,0
匿名外企猎头公司,匿名外企猎头公司,外企,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
匿名公关公司,匿名公关公司,其他,1,1,1,北京,09:30,18:30,9.0,91.4,舒适,0
匿名公立初中编制内,匿名公立初中编制内,其他,1,1,1,上海,07:00,18:30,11.5,57.2,一般,0
匿名公路设计院,匿名公路设计院,其他,1,1,1,,08:30,12:00,3.5,100.0,舒适,0
匿名内资八大会计师事务所,匿名内资八大会计师事务所,其他,1,1,1,北京,09:00,23:30,14.5,11.0,很卷,1
匿名农业信息化公司,匿名农业信息化公司,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
匿名副厅级二级保密单位,匿名副厅级二级保密单位,其他,1,1,1,,08:30,,,,数据不足,1
匿名区开发投资公司,匿名区开发投资公司,其他,1,1,1,广州,08:15,17:00,8.8,91.6,舒适,1
匿名上市半导体公司,匿名上市半导体公司,其他,1,1,1,上海,09:30,22:00,12.5,37.7,很卷,1
匿名上市民企建筑设计院,匿名上市民企建筑设计院,其他,1,1,1,杭州,09:00,17:30,8.5,95.5,舒适,0
匿名下属县级市咨询公司,匿名下属县级市咨询公司,其他,1,1,1,无锡,08:00,17:00,9.0,89.7,舒适,1
匿名专利代理公司,匿名专利代理公司,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
匿名中交子公司,匿名中交子公司,其他,1,1,1,上海,08:30,17:30,9.0,91.0,舒适,1
匿名中交局公司,匿名中交局公司,其他,1,1,1,,08:00,18:00,10.0,71.4,良好,1
匿名中国电建院,匿名中国电建院,其他,1,1,1,,08:30,09:00,0.5,100.0,舒适,1
匿名中建八局南方公司深圳分项目,匿名中建八局南方公司深圳分项目,其他,1,1,1,深圳,07:30,18:00,10.5,64.2,一般,1
匿名头部民营建筑设计,匿名头部民营建筑设计,其他,1,1,1,成都,09:30,23:00,13.5,20.8,很卷,1
匿名娱乐营销公司,匿名娱乐营销公司,其他,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,1
匿名室内设计公司,匿名室内设计公司,其他,1,1,1,广州,09:30,19:00,9.5,86.1,舒适,1
匿名小厂,匿名小厂,其他,1,1,1,北京,09:00,17:00,8.0,98.7,舒适,0
匿名国企下属研究院,匿名国企下属研究院,其他,1,1,1,上海,08:45,17:15,8.5,94.8,舒适,1
匿名国内债券评级机构,匿名国内债券评级机构,金融,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
匿名国有工程咨询公司,匿名国有工程咨询公司,其他,1,1,1,上海,08:00,17:00,9.0,92.7,舒适,0
匿名国网数据中心,匿名国网数据中心,其他,1,1,1,北京,08:30,18:30,10.0,82.5,良好,0
匿名外资猎头公司,匿名外资猎头公司,其他,1,1,1,深圳,09:00,18:30,9.5,90.0,舒适,1
匿名外资船级社,匿名外资船级社,其他,1,1,1,南京,09:00,17:00,8.0,100.0,舒适,1
匿名大型工业类央企,匿名大型工业类央企,其他,1,1,1,,08:00,17:30,9.5,82.1,良好,1
匿名大学,匿名大学,互联网,1,1,1,杭州,08:00,21:00,13.0,41.0,偏卷,1
匿名大数据科技公司,匿名大数据科技公司,互联网,1,1,1,北京,09:00,17:00,8.0,98.7,舒适,1
匿名央企,匿名央企,其他,1,1,1,北京,08:30,16:30,8.0,97.3,舒适,1
匿名央企二级单位,匿名央企二级单位,金融,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,0
匿名央企市政设计院,匿名央企市政设计院,互联网,1,1,1,天津,08:30,09:00,0.5,100.0,舒适,1
匿名央企控股租赁公司,匿名央企控股租赁公司,金融,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,0
匿名产业互联网平台,匿名产业互联网平台,互联网,1,1,1,上海,09:00,19:00,10.0,81.6,良好,1
匿名产公司,匿名产公司,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
匿名传统制造业国企,匿名传统制造业国企,其他,1,1,1,烟台,08:00,16:30,8.5,92.8,舒适,1
匿名偏远山区乡镇人民政府,匿名偏远山区乡镇人民政府,其他,1,1,1,,08:00,18:00,10.0,83.4,良好,1
匿名三桶油央企,匿名三桶油央企,其他,1,1,1,北京,08:00,17:00,9.0,89.7,舒适,0
匿名三线城市事业单位,匿名三线城市事业单位,其他,1,1,1,泰州,08:30,18:00,9.5,84.9,良好,0
匿名上市券商营业部,匿名上市券商营业部,金融,1,1,1,上海,08:30,16:30,8.0,97.3,舒适,1
匿名掌中x维,匿名掌中x维,互联网,1,1,1,广州,08:30,18:00,9.5,87.9,舒适,0
匿名政策性保险公司,匿名政策性保险公司,金融,1,1,1,北京,09:00,17:30,8.5,95.5,舒适,1
匿名小说,匿名小说,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
匿名属证券公司,匿名属证券公司,金融,1,1,1,北京,09:30,18:00,8.5,96.8,舒适,1
匿名工程公司,匿名工程公司,其他,1,1,1,郑州,08:18,18:00,9.7,86.1,舒适,1
匿名工程造价咨询公司,匿名工程造价咨询公司,其他,1,1,1,青岛,08:30,17:30,9.0,85.0,舒适,1
匿名市委政府,匿名市委政府,其他,1,1,1,北京,09:00,19:00,10.0,77.1,良好,1
匿名市学院,匿名市学院,其他,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,0
匿名市级三甲中医院,匿名市级三甲中医院,其他,1,1,1,常州,07:45,17:00,9.2,85.4,舒适,0
匿名师范大学附属初级中学（私立）,匿名师范大学附属初级中学（私立）,其他,1,1,1,广州,08:00,17:30,9.5,86.6,舒适,1
匿名常州电力行业建筑单位,匿名常州电力行业建筑单位,其他,1,1,1,常州,08:00,17:00,9.0,83.7,良好,1
匿名广告,匿名广告,其他,1,1,1,广州,09:30,23:00,13.5,32.8,很卷,1
匿名广告服务商,匿名广告服务商,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
匿名广告热店,匿名广告热店,互联网,1,1,1,上海,,,,,数据不足,1
匿名外贸企业,匿名外贸企业,其他,1,1,1,,08:00,17:00,9.0,83.7,良好,0
匿名外贸家居用品公司,匿名外贸家居用品公司,其他,1,1,1,广州,09:00,18:00,9.0,92.4,舒适,1
匿名水下通信公司,匿名水下通信公司,互联网,1,1,1,深圳,09:00,19:00,10.0,81.6,良好,1
匿名汽车电商商务,匿名汽车电商商务,互联网,1,1,1,广州,09:00,18:00,9.0,92.4,舒适,1
匿名汽车零部件公司,匿名汽车零部件公司,其他,1,1,1,,07:30,17:30,10.0,77.4,良好,0
匿名沿江海洋能源公司,匿名沿江海洋能源公司,其他,1,1,1,江苏沿海,08:00,17:00,9.0,83.7,良好,1
匿名建工,匿名建工,其他,1,1,1,珠三角,09:00,18:00,9.0,92.4,舒适,0
匿名建筑企业,匿名建筑企业,其他,1,1,1,,08:15,17:30,9.2,89.1,舒适,0
匿名建筑公司,匿名建筑公司,其他,1,1,1,廊坊,07:00,19:00,12.0,44.3,偏卷,0
匿名建筑行业外贸公司,匿名建筑行业外贸公司,其他,1,1,1,下李朗靠近华为,08:00,09:00,1.0,100.0,舒适,1
匿名建筑设计公司,匿名建筑设计公司,其他,1,1,1,上海,09:30,18:00,8.5,90.8,舒适,1
匿名建筑设计院（公司）,匿名建筑设计院（公司）,其他,1,1,1,广州,08:30,17:30,9.0,91.0,舒适,0
匿名影视传媒公司,匿名影视传媒公司,其他,1,1,1,北京,10:00,18:00,8.0,100.0,舒适,1
匿名影视宣传公司,匿名影视宣传公司,其他,1,1,1,北京,09:30,18:00,8.5,96.8,舒适,1
匿名德国企业,匿名德国企业,外企,1,1,1,北京,09:00,17:30,8.5,95.5,舒适,1
匿名惠州公司,匿名惠州公司,其他,1,1,1,惠州,08:30,17:30,9.0,91.0,舒适,1
匿名惠州市政设计院,匿名惠州市政设计院,其他,1,1,1,惠州,08:30,18:00,9.5,81.9,良好,1
匿名房地产公司,匿名房地产公司,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
匿名生物医药公司,匿名生物医药公司,其他,1,1,1,上海,09:00,17:30,8.5,95.5,舒适,0
匿名电力三产公司,匿名电力三产公司,互联网,1,1,1,福州,08:30,19:00,10.5,67.1,一般,1
匿名电商,匿名电商,互联网,1,1,1,广州,08:30,17:30,9.0,85.0,舒适,0
匿名电商公司,匿名电商公司,互联网,1,1,1,北京,09:00,22:00,13.0,36.2,很卷,0
匿名电商小公司,匿名电商小公司,互联网,1,1,1,株洲,09:00,18:00,9.0,86.4,舒适,1
匿名监督局,匿名监督局,其他,1,1,1,昆明,08:00,18:00,10.0,83.4,良好,0
匿名省医院,匿名省医院,其他,1,1,1,成都,07:30,19:00,11.5,59.4,一般,1
匿名省地市市直（非武汉）,匿名省地市市直（非武汉）,其他,1,1,1,,08:30,17:30,9.0,91.0,舒适,0
匿名教育机构,匿名教育机构,其他,1,1,1,杭州,08:30,16:30,8.0,91.3,舒适,1
匿名断电地区证券,匿名断电地区证券,金融,1,1,1,北京,08:30,16:30,8.0,97.3,舒适,0
匿名机器人公司,匿名机器人公司,互联网,1,1,1,苏州,08:30,17:30,9.0,91.0,舒适,0
匿名机场,匿名机场,其他,1,1,1,上海,09:00,16:00,7.0,100.0,舒适,0
匿名民企,匿名民企,其他,1,1,1,北京,09:00,17:30,8.5,95.5,舒适,1
匿名民营工程设计公司,匿名民营工程设计公司,其他,1,1,1,广州,08:30,17:30,9.0,91.0,舒适,1
匿名民营房企，规模不大，排名全国百强,匿名民营房企，规模不大，排名全国百强,其他,1,1,1,深圳,08:30,18:00,9.5,87.9,舒适,0
匿名民营电力设计院,匿名民营电力设计院,其他,1,1,1,杭州,08:40,17:40,9.0,87.0,舒适,1
匿名私立高端儿科连锁医院,匿名私立高端儿科连锁医院,其他,1,1,1,赏花,09:00,18:00,9.0,92.4,舒适,1
匿名科技公司,匿名科技公司,互联网,1,1,1,成都,09:00,,,,数据不足,0
匿名科技公司(客服软件),匿名科技公司(客服软件),互联网,1,1,1,上海,11:00,19:00,8.0,95.5,舒适,1
匿名空调公司,匿名空调公司,其他,1,1,1,上海,09:00,18:00,9.0,86.4,舒适,0
匿名粤系地产,匿名粤系地产,其他,1,1,1,苏北,08:30,17:30,9.0,91.0,舒适,0
匿名美国认证公司,匿名美国认证公司,外企,1,1,1,上海,09:30,17:30,8.0,100.0,舒适,1
匿名老牌本土公关公司,匿名老牌本土公关公司,其他,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,1
匿名背景提升公司,匿名背景提升公司,其他,1,1,1,北京,09:30,17:30,8.0,100.0,舒适,0
匿名能源销售国企,匿名能源销售国企,其他,1,1,1,,08:30,17:00,8.5,94.2,舒适,0
匿名航天,匿名航天,其他,1,1,1,北京,08:18,22:00,13.7,28.4,很卷,0
匿名沿海不知名省会城市区级行政单位,匿名沿海不知名省会城市区级行政单位,其他,1,1,1,会城,08:30,18:00,9.5,87.9,舒适,0
匿名流体控制,匿名流体控制,其他,1,1,1,上海,09:00,17:00,8.0,98.7,舒适,1
匿名深圳电商长沙,匿名深圳电商长沙,其他,1,1,1,长沙,08:18,18:06,9.8,80.5,良好,1
